Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Jours couverts,31,Hypohèse 1 : 15 pirogues FMF dans les sites couverts et 25 dans les strates de Kango,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Année,(Tous),Unnamed: 32,Données enquête cadre,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
,,,,Mois,(Tous),,Jours actifs,24,Hypothèse 2 : 24 jours de pêche dans le mois,,,,,,Nbre engins actifs,,,,,,,,,,,Engin,(Tous),,,,,,,,
Strate_mineure,(Tous),,,Enginpeche,(Tous),,,,Hypothèse 3 : Le nombre d'échantillons observés ne représente que le 1/5 des débarquements réel,,,,,,,,,,,,,,,,,Mois,(Tous),,Engins identifiées,Nombre,Engin enquêté,,,,
,,,,,,,,,Janvier,,,,,,,,,,,,,,,,,,,,Filet maillant de fond,18,Oui,,,,
Valeurs,,,,Étiquettes de lignes,Nombre de Cpue,Moyenne de Cpue2,,,Nbre débarquement,BAC,Nbre de jour pêche,CPUE,,,,,,kg,,,,,,,,Étiquettes de lignes,Nombre de Cpue (kg/jr),Moyenne de Cpue (kg/jr),Filet maillant de fond/Filet maillant encerclant,1,Oui,,,,
,,,,2025-06-11 00:00:00,50,193.075,,Emmanuel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-10 00:00:00,46,278.0652173913044,,Equateur 19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-06 00:00:00,89,108.73595505617978,,Equateur 12 CC. 330/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-13 00:00:00,39,159.85683760683762,,Equateur 35 AK.018/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-15 00:00:00,91,144.15567765567766,,Equateur 10. L12/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-22 00:00:00,39,128.72435897435898,,Equateur 17 LA.1245/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-29 00:00:00,58,300.0370689655173,,Esperance OW. 172/09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-28 00:00:00,74,255.82432432432432,,Etienne L. 030/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-27 00:00:00,65,148.77307692307693,,Eva maria OW. 008/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-20 00:00:00,67,137.72014925373134,,Faloba OW. 19/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-13 00:00:00,42,173.96428571428572,,Force divine OW 165/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-06 00:00:00,60,129.3,,God bless 2 CC. 578/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-05 00:00:00,77,110.3409090909091,,God will 1 L. 009/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-12 00:00:00,38,179.30043859649123,,Godbless 2 CC. 578/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-14 00:00:00,70,78.74761904761905,,Grace AK. 006/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-04 00:00:00,75,116.592,,Helen CC. 477/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-02 00:00:00,21,64.52380952380952,,Herbert AK. 008/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-26 00:00:00,79,113.43502109704642,,Igondjo marie georgette L. 045/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-08 00:00:00,81,110.16358024691358,,Ipokap L. 126/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-19 00:00:00,65,127,,Ismael L. 051/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-07-04 00:00:00,38,55.23026315789474,,IsmaeL.OW. 141/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-04 00:00:00,84,136.02678571428572,,Iyanu KG. 039/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-23 00:00:00,42,88.18690476190476,,J marine L. 051/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-31 00:00:00,29,267.4568965517241,,Justice divine L. 005/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-17 00:00:00,92,144.71413043478262,,Kiket 1 L. 061/03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-27 00:00:00,35,101.27142857142857,,Kiket 4 OW. 007/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-09 00:00:00,71,213.20328638497654,,La déesse Marine OW. 001/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-26 00:00:00,65,243.56923076923076,,La leconi 2 OW. 221/09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-19 00:00:00,33,248.82575757575756,,La maison Blanche OW. 071/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-28 00:00:00,38,168.70394736842104,,La vie est belle OW. 219/09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-05 00:00:00,82,124.0831300813008,,La volonté de Dieu OW. 056/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-09 00:00:00,42,321.73809523809524,,Le watt OW. 108/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-08 00:00:00,32,93.2109375,,Leon 2 AK. 007/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-03 00:00:00,30,150.86666666666667,,L'eterneL.est mon berger AK. 025/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-25 00:00:00,36,83.11111111111111,,Mahulolo OW. 074/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-10 00:00:00,72,164.8101851851852,,Major 3 OW. 326/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-09 00:00:00,85,105.17549019607844,,Major 4 OW. 044/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-12 00:00:00,32,268.05,,Margeris d'Akanda AK. 022/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-11 00:00:00,43,218.87093023255815,,Marie Maxim L.019/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-03 00:00:00,38,217.04605263157896,,Maurice OW. 124/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-07-03 00:00:00,41,64.15243902439025,,Max L. 308/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-02 00:00:00,43,168,,Maye sur mer L. 024/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,156/04/2025,1,83,,Mbenga  KG. 001/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-11 00:00:00,28,119.21428571428571,,Merci City OW. 006/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-05 00:00:00,28,312.14285714285717,,Merci mon Dieu CC. 300/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-12 00:00:00,8,225,,Messilama,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-01 00:00:00,5,25.8,,Miracle 1 OW. 075/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-02 00:00:00,7,114.85714285714286,,Miracle 2 OW. 316/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-03 00:00:00,2,68.83333333333333,,MMC/Mayes 1 AK. 009/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,123/05/2025,1,72,,Mme O et fils AK. 006/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-01 00:00:00,15,79.51666666666667,,Moboladji OW. 061/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-07-02 00:00:00,22,80.69318181818181,,Mon chasseur AK. 004/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-04 00:00:00,7,99.17857142857143,,Moun awou L. 026/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-07-05 00:00:00,5,47.65,,Natanaelle aube  KG. 013/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1404/2025,1,40,,Nicolas 1 OW. 021/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1900-01-10 00:00:00,1,120,,Olododo CC. 427/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1900-01-09 00:00:00,1,208,,Oluwa  seun L. 137/99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,04/074/2025,1,240,,Omm OWomo  OW. 131/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5025-04-04 00:00:00,1,40,,On dit Quoi L. 205/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25/042025,1,21,,Oss-kama 2 CC. 452/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Oss-kama 3 L. 005/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prayer is the key 1 OW. 020/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Prayer is the key 4 OW. 012/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qui ça gene CC. 281/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Raphael KG.034/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rehoboth POG.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ronaldino gabon OW. 307/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,S s a i CC. 587/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Samuel OW. 085/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Segue CC. 402/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Seyifumi OW. 181/09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Sogapa 1 L. 266/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Sogapa 4 OW. 082/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Soji KG. 032/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Source de vie AK. 013/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,St Abes odo express PG. 283/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Taye 1 CC. 474/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Tchango mbia nouvelle generation PG. 7217/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Tchoutchou L. 022/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Tout reste OW. 011/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Toyota OW. 295/99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Tristar 2 L. 019/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Unissons nous OW. 092/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Yassalamo 2 PG. 757/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Yvan L. 173/89,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,La Porgentillaise OW. 023/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ozomboue PG. 531/97,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Pool OW. 158/09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Love OW. 172/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Psaumes 35 AK. 028/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Body 1 OW. 245/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Body 2 OW. 247/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Body 2 OW. 247/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Les princesses 6 CC. 336/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,La famille L. 025/00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ciel sur terre AK. 002/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Justice Divine L. 005/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Grace 1 L. 082/00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Dieu est grand  L. 365/95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Diback 2 AK. 008/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Courage 2 CC. 568/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Galetome L. 081/97,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equateur 6 L. 034/16,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equateur 7 AK. 09/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ch0sen 0W. 025/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Au nom de dieu OW. 317/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Experience  L. 048/96,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ntsou L. 001/025,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ntsou L. 001/026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Claire Voyance AK. 040/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Espoir 1 AK. 045/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Louange AK. 039/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Marie Claire AK. 061/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Maxime AK. 019/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Only God AK. 027/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Veronique 3 KG.  024/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Capitaine fish 2 OW. 18/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Diback 5 OW. 035/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equateur 16 L.A. 126/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equateur 32,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Bonheur et grace  OW. 03/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Chelcina  OW. 110/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Oveng abe 2 OW. 074/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AYO 1 L. 359/99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,God bless 1 L. 260/95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ephraim OW. 56/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Maxime  OW. 048/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equateur 29 OW. 330/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Hidja OMB. 208/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abibi 2 OW. 097/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,La Difference OW. 002/03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,La Djoue Onga OW. 029/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyingone OW. 288/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Oiseaux 2 CC. 429/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Binpe L. 262/98,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Bekam 2 OW.  104/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Le vieux L. 035/00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Grace 2 L. 082/00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Vidav KG. 021/145,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Damilola  OW. 206/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Dieu crateur  OW. 127/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Etienne L. 03/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PiterOW. 063/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Diboti 1 L. 19/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Gbtongnidan L. 145/97,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Brigitte 1 L. 088/99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abla Afko L. 197/90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Amoussogbo L. 047/94,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Amahomi,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mahussi OW. 050/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Guepard L. 021/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Canna varo PG. 608/16,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Dieu avant tout,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Dieu donne tout,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Sharp 1 KG. 022/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CRAMPE 1 L. 006/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Bekale  27,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Domnique,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Famille Confiance 2 OW. 189/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Maison blanche,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Vautour AK. 0017/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Sogapa 30 OW. 166/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Elle mahussi OW. 050/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equateur  17 la 1245/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Emmauel L. 010/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ephaim OW. 56/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,God love L. 009/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Canavaro,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Diboti PG. 292/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Foumban OMB. 299/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ilyana laure OMB. 323/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Rehoboth PG. 913/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Vaye PG. 553/16,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Crampe 2 AK. 020/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Espoir 2 AK. 048/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Dieu donne  OW. 061/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Ngadi 2 L. 341/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Maime OW. 048/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Olive BKB OW. /20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Evizo OW. 143/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abessolopog,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Atiritara  2 CC. 201/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Dieu donne L. 228/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Diboti  PG. 292/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Dieu avant tout PG. 847/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Yalayana  om314/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Canavaro,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Miboutte,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Bekale 3 L. 077/03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Bekale 3 OW. 028/03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Alahuda CC. 521/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Andrew l 280/99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,APG. CC. 345/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CRACE A DIEU L. 321/58,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Surulere1 OW. 051/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Yannick 1 OW. 09/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,La Source 2 OW. 047/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abibi 1 OW. 022/03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abibi 1 OW. 022/04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abibi 1 OW. 022/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abibi 1 OW. 022/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abibi 1 OW. 022/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abibi 1 OW. 022/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abibi 1 OW. 022/09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abibi 1 OW. 022/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyingone OW. 288/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyingone OW. 288/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyingone OW. 288/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyingone OW. 288/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyingone OW. 288/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyingone OW. 288/16,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyingone OW. 288/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abla fisherman L. 095/95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Americain,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Bekale 6 OW. 094/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Grace à Dieu OW. 090/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CRACE A DIEU L. 326/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DISCO L. 030/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,La maison Blanche OW. 071/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Youtheul CC. 427/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Nyingono OW. 288/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Claude OW. 122/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Claude OW. 122/03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Claude OW. 122/04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Claude OW. 122/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Claude OW. 122/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Abla Afko l 97/90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Les aigles 2 KG. 002/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Anna lucia samuelle  OW. 110/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Jolie Maman PG. 945/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equateur 11 OW. 0011/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mon village OW. 041/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Avangani aniambi OMB.204/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Cepg 3_KG. 005/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Equateur 17 la.1245/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Qui ça gene_CC. 281/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Joseph_L. 275/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,L'homme propose Dieu dispose_CC. 151/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Fatihat_L. 238/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Seho_L. 006/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Fifon Mibio_CC. 100/04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Moussavou 1_OW. 026/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Psaume_AK 011/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Iwomo Iwomo_OW 057/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Reflechir_OW 059/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Sinai 1_OW 006/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Love_OW. 172/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Major 3_OW. 326/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Malaxi 3_OW. 068/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Emmanuel 2_OW. 027/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
